"UserResponseIntId,""UserPollStateId"",""Country"",""Age"",""Gender"",""District"",""Province"",""CreatedDate"",""AgeGroup"",""UserPollStateIntId"",""Feel Safe Sending Children to School"",""Scared to Visit Health Facilities"",""Make a Living"",""Conditions in Quarantine"",""Discrimination"",""Ebola Response Making Progress"",""Feel Safer Traveling without Road Blocks"",""Harassment at Checkpoints"",""Prepared for Future Health Crisis"",""Support Families of Ebola Sufferers"",""Trusting the Information"",""Welcome Ebola Survivors"",""What Makes People Stay in Quarantine"",""Worried about Quarantine"""
"-214438052034285664,""3087188906"",""Sierra Leone"",""22"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-1295421755489592320"","""","""",""No"","""","""",""No"","""",""Don't know"","""",""Don't know"","""","""","""",""Don't know"""
"2235030520755000832,""3087189106"",""Sierra Leone"",""39"",""Female"",""Kono"",""Eastern"",""2014-12-03"",""35+"",""1010177275856650368"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Don't know"","""","""","""",""Yes"""
"4406476038225467392,""3087189206"",""Sierra Leone"",""35"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""35+"",""3554634371892626944"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""No"","""","""","""",""Yes"""
"192982605304052384,""3087190706"",""Sierra Leone"",""43"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""35+"",""-4892795114768204800"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"4049949882201703936,""3087190906"",""Sierra Leone"",""24"",""Female"",""Port Loko"",""Northern"",""2014-12-03"",""15 to 24"",""147071842950665344"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-48017053016266240,""3087192206"",""Sierra Leone"",""33"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""25 to 34"",""820301347755412096"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"37039349807906352,""3087192906"",""Sierra Leone"",""19"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""3833856343792053760"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"1328397583852904960,""3087194306"",""Sierra Leone"",""24"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-2045790217478581760"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"1160040332592382720,""3087194906"",""Sierra Leone"",""18"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""7469674065706728448"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"3631032363071904256,""3087195006"",""Sierra Leone"",""18"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""4744984009990490112"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1591408325190088704,""3087195306"",""Sierra Leone"",""18"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-6618713034790390784"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"2407008833166832640,""3087195406"",""Sierra Leone"",""25"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""4575234002717322240"","""","""",""No"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"-444231276988837568,""3087195906"",""Sierra Leone"",""24"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-3453682822267550208"","""","""",""Yes"","""","""",""Don't know"","""",""No"","""",""Don't know"","""","""","""",""Yes"""
"3910337504930788864,""3087196306"",""Sierra Leone"",""26"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""4257924206497815040"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"674914211610830336,""3087197006"",""Sierra Leone"",""22"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""6285633531529511936"","""","""",""No"","""","""",""No"","""",""No"","""",""No"","""","""","""",""No"""
"4923840868817376256,""3087197706"",""Sierra Leone"",""36"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""35+"",""1958282373165798400"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"4251814385801525760,""3087198206"",""Sierra Leone"",""26"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""-78670787958316640"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-934207816672429568,""3087199006"",""Sierra Leone"",""35"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""35+"",""1266678328603277824"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-17609848248207888,""3087199306"",""Sierra Leone"",""36"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""35+"",""1767793938454303232"","""","""",""Don't know"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"35975736310971608,""3087200106"",""Sierra Leone"",""27"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""7931049138240173056"","""","""",""No"","""","""",""Don't know"","""",""No"","""",""Don't know"","""","""","""",""No"""
"228335348238610176,""3087200306"",""Sierra Leone"",""19"",""Male"",""Bonthe"",""Southern"",""2014-12-03"",""15 to 24"",""5843981716539028480"","""","""",""Yes"","""","""",""Don't know"","""",""Don't know"","""",""Don't know"","""","""","""",""Don't know"""
"632866457302464768,""3087200506"",""Sierra Leone"",""36"",""Male"",""Kono"",""Eastern"",""2014-12-03"",""35+"",""4474946163252376576"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""No"","""","""","""",""No"""
"147897660571558688,""3087200706"",""Sierra Leone"",""31"",""Male"",""Bo"",""Southern"",""2014-12-03"",""25 to 34"",""6529777481838925824"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-3468853805999655936,""3087201006"",""Sierra Leone"",""23"",""Male"",""Bo"",""Southern"",""2014-12-03"",""15 to 24"",""8367273687425179648"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1408152997760086272,""3087202106"",""Sierra Leone"",""39"",""Male"",""Bombali"",""Northern"",""2014-12-03"",""35+"",""-3120199465978268160"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2150787716512861952,""3087202506"",""Sierra Leone"",""30"",""Male"",""Bo"",""Southern"",""2014-12-03"",""25 to 34"",""5161139586731405312"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"4283448144266983936,""3087204806"",""Sierra Leone"",""26"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""-75031971050929232"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"2703873028764783616,""3087204906"",""Sierra Leone"",""32"",""Male"",""Bo"",""Southern"",""2014-12-03"",""25 to 34"",""5452051483648290816"","""","""",""No"","""","""",""Don't know"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"2040029895894464512,""3087205306"",""Sierra Leone"",""33"",""Female"",""Bombali"",""Northern"",""2014-12-03"",""25 to 34"",""-628720028806586752"","""","""",""No"","""","""",""No"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"2765224109056590848,""3087205706"",""Sierra Leone"",""29"",""Male"",""Bo"",""Southern"",""2014-12-03"",""25 to 34"",""1325793638081415936"","""","""",""Yes"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"1175677398043151616,""3087205906"",""Sierra Leone"",""21"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""7509512261005186048"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"943463709923420288,""3087206006"",""Sierra Leone"",""38"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""35+"",""-4946810790959557632"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"2765898806603098112,""3087207206"",""Sierra Leone"",""28"",""Male"",""Bo"",""Southern"",""2014-12-03"",""25 to 34"",""3020502108294247936"","""","""",""Yes"","""","""",""No"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"2584876493385135616,""3087207306"",""Sierra Leone"",""27"",""Male"",""Bombali"",""Northern"",""2014-12-03"",""25 to 34"",""5145756031339469824"","""","""",""No"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"427933208948474752,""3087207606"",""Sierra Leone"",""33"",""Male"",""Port Loko"",""Northern"",""2014-12-03"",""25 to 34"",""-4653316158795574272"","""","""",""Yes"","""","""",""No"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"656545466605021952,""3087208206"",""Sierra Leone"",""26"",""Male"",""Bo"",""Southern"",""2014-12-03"",""25 to 34"",""7280137238504035328"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""No"","""","""","""",""Yes"""
"-1405635617080814848,""3087209306"",""Sierra Leone"",""23"",""Male"",""Bo"",""Southern"",""2014-12-03"",""15 to 24"",""1397898124555403776"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"2703032914068896768,""3087209606"",""Sierra Leone"",""22"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""1498357797451890688"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1035580355056116992,""3087211006"",""Sierra Leone"",""18"",""Male"",""Kenema"",""Eastern"",""2014-12-03"",""15 to 24"",""-4872020889084329984"","""","""",""Yes"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"6084840791402443776,""3087211106"",""Sierra Leone"",""21"",""Male"",""Pujehun"",""Southern"",""2014-12-03"",""15 to 24"",""-6353027750967837696"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"4024533972622505984,""3087212906"",""Sierra Leone"",""29"",""Male"",""Kono"",""Eastern"",""2014-12-03"",""25 to 34"",""-2567642278377037824"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-1790886559311741696,""3087213206"",""Sierra Leone"",""51"",""Male"",""Bombali"",""Northern"",""2014-12-03"",""35+"",""-1185186302404930048"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"5216285785663228928,""3087213806"",""Sierra Leone"",""23"",""Female"",""Bonthe"",""Southern"",""2014-12-03"",""15 to 24"",""2846169393609163264"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"66759450628409304,""3087213906"",""Sierra Leone"",""18"",""Male"",""Bo"",""Southern"",""2014-12-03"",""15 to 24"",""4400527330949273600"","""","""",""No"","""","""",""No"","""",""Don't know"","""",""Yes"","""","""","""",""No"""
"1700636298570081024,""3087214206"",""Sierra Leone"",""23"",""Male"",""Bombali"",""Northern"",""2014-12-03"",""15 to 24"",""-1409346933068129536"","""","""",""Don't know"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"7398663373125860352,""3087214606"",""Sierra Leone"",""29"",""Male"",""Kenema"",""Eastern"",""2014-12-03"",""25 to 34"",""2643861349536842240"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-241786068909744928,""3087215006"",""Sierra Leone"",""25"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""25 to 34"",""-6580456834237389824"","""","""",""Don't know"","""","""",""No"","""",""Yes"","""",""Don't know"","""","""","""",""No"""
"-421730994058662208,""3087215906"",""Sierra Leone"",""44"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""35+"",""-4642958333079600128"","""","""",""No"","""","""",""No"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"1308762555026864896,""3087216906"",""Sierra Leone"",""31"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""-6849429271771945984"","""","""",""Don't know"","""","""",""No"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"1314437627109186560,""3087217006"",""Sierra Leone"",""20"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""-4209621481633512448"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-864309563246277376,""3087218306"",""Sierra Leone"",""16"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""4245752119720889344"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-93908216883264704,""3087218406"",""Sierra Leone"",""51"",""Male"",""Bo"",""Southern"",""2014-12-03"",""35+"",""6689565888569254912"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"3543833327501960704,""3087219206"",""Sierra Leone"",""26"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""-8062533326294345728"","""","""",""No"","""","""",""Don't know"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"5533679933436454912,""3087219406"",""Sierra Leone"",""20"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""-4587480855692089856"","""","""",""Don't know"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"120585630671335488,""3087220406"",""Sierra Leone"",""23"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""4034348287655826944"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"3405069022210372608,""3087220906"",""Sierra Leone"",""19"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-3517304397839158272"","""","""",""Yes"","""","""",""No"","""",""Don't know"","""",""Yes"","""","""","""",""No"""
"861579811081026432,""3087221006"",""Sierra Leone"",""17"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""3392485696620930560"","""","""",""Don't know"","""","""",""Don't know"","""",""Don't know"","""",""Don't know"","""","""","""",""Don't know"""
"596718222648564864,""3087221606"",""Sierra Leone"",""22"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""831975048994997888"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"2320683971267509248,""3087221906"",""Sierra Leone"",""36"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""35+"",""-5174000443520405504"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Don't know"""
"539098064361748992,""3087222406"",""Sierra Leone"",""22"",""Female"",""Kenema"",""Eastern"",""2014-12-03"",""15 to 24"",""-7665857698482001920"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""No"","""","""","""",""Yes"""
"2272315689425135104,""3087223306"",""Sierra Leone"",""46"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""35+"",""6257041976297329664"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""No"","""","""","""",""Don't know"""
"3384877020884457984,""3087224306"",""Sierra Leone"",""27"",""Male"",""Western Rural"",""Western"",""2014-12-03"",""25 to 34"",""-2622623083609219584"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2420006626924137984,""3087226606"",""Sierra Leone"",""25"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""25 to 34"",""2239445045506336000"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-413684322274139712,""3087227906"",""Sierra Leone"",""19"",""Male"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""-2503634874094699008"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Don't know"","""","""","""",""Yes"""
"516010319476464640,""3087228106"",""Sierra Leone"",""35"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""35+"",""139097398235602304"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"200791496508216160,""3087228506"",""Sierra Leone"",""28"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""2864748819402948096"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"1972169949226339072,""3087228606"",""Sierra Leone"",""25"",""Female"",""Kenema"",""Eastern"",""2014-12-03"",""25 to 34"",""-35948482400631824"","""","""",""No"","""","""",""Don't know"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"-132879983871364032,""3087228706"",""Sierra Leone"",""27"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""7265955338367405056"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-240313329067145312,""3087229006"",""Sierra Leone"",""37"",""Female"",""Kailahun"",""Eastern"",""2014-12-03"",""35+"",""1092514901679359232"","""","""",""Yes"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"-844664103698512512,""3087229206"",""Sierra Leone"",""23"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""2043333836447710208"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"714728966100681856,""3087230406"",""Sierra Leone"",""19"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-7567567931748321280"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"150323717788203584,""3087230706"",""Sierra Leone"",""23"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-1062022245080854144"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""No"","""","""","""",""No"""
"3372075827791183872,""3087230806"",""Sierra Leone"",""19"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""-2809043465788173312"","""","""",""No"","""","""",""Don't know"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"6077484528235189248,""3087231006"",""Sierra Leone"",""21"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""2797036141515208704"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"804458344802623488,""3087231106"",""Sierra Leone"",""46"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""35+"",""904477117653671424"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-884194207676691456,""3087231206"",""Sierra Leone"",""19"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-683473052227787776"","""","""",""No"","""","""",""Don't know"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"1857042272637334272,""3087231406"",""Sierra Leone"",""29"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""25 to 34"",""-2635846731278868992"","""","""",""Yes"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"157025154259865056,""3087231506"",""Sierra Leone"",""23"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""15 to 24"",""-2520254702875973632"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-217701442247671136,""3087231906"",""Sierra Leone"",""21"",""Female"",""Kono"",""Eastern"",""2014-12-03"",""15 to 24"",""7054988654815762432"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"1972134548414619648,""3087232006"",""Sierra Leone"",""19"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""15 to 24"",""-7565337887492333568"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Don't know"""
"-643699173103913856,""3087232106"",""Sierra Leone"",""31"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""-2215890201215525376"","""","""",""Don't know"","""","""",""Yes"","""",""No"","""",""No"","""","""","""",""No"""
"7892770105786599424,""3087232606"",""Sierra Leone"",""34"",""Female"",""Western Urban"",""Western"",""2014-12-03"",""25 to 34"",""2932541393563943936"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"970902654170311936,""3087233506"",""Sierra Leone"",""35"",""Female"",""Western Rural"",""Western"",""2014-12-03"",""35+"",""-7302009039372625920"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1117955310932824832,""3087233606"",""Sierra Leone"",""38"",""Female"",""Bonthe"",""Southern"",""2014-12-03"",""35+"",""-7299114126751841280"","""","""",""No"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""No"""
